title,url
The Fault in Our Stars,https://www.goodreads.com/book/show/11870085-the-fault-in-our-stars
"Mockingjay (The Hunger Games, #3)",https://www.goodreads.com/book/show/7260188-mockingjay
"Divergent (Divergent, #1)",https://www.goodreads.com/book/show/13335037-divergent
Gone Girl,https://www.goodreads.com/book/show/19288043-gone-girl
The Martian,https://www.goodreads.com/book/show/18007564-the-martian
All the Light We Cannot See,https://www.goodreads.com/book/show/18143977-all-the-light-we-cannot-see
"Ready Player One (Ready Player One, #1)",https://www.goodreads.com/book/show/9969571-ready-player-one
"Clockwork Angel (The Infernal Devices, #1)",https://www.goodreads.com/book/show/7171637-clockwork-angel
"Cinder (The Lunar Chronicles, #1)",https://www.goodreads.com/book/show/36381037-cinder
"Me Before You (Me Before You, #1)",https://www.goodreads.com/book/show/17347634-me-before-you
The Night Circus,https://www.goodreads.com/book/show/9361589-the-night-circus
"The Lost Hero (The Heroes of Olympus, #1)",https://www.goodreads.com/book/show/7736182-the-lost-hero
"A Dance with Dragons (A Song of Ice and Fire, #5)",https://www.goodreads.com/book/show/10664113-a-dance-with-dragons
"Throne of Glass (Throne of Glass, #1)",https://www.goodreads.com/book/show/7896527-throne-of-glass
"The Selection (The Selection, #1)",https://www.goodreads.com/book/show/10507293-the-selection
Eleanor & Park,https://www.goodreads.com/book/show/15745753-eleanor-park
Room,https://www.goodreads.com/book/show/7937843-room
"Wonder (Wonder, #1)",https://www.goodreads.com/book/show/11387515-wonder
The Girl on the Train,https://www.goodreads.com/book/show/22557272-the-girl-on-the-train
"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children
The Goldfinch,https://www.goodreads.com/book/show/17333223-the-goldfinch
11/22/63,https://www.goodreads.com/book/show/10644930-11-22-63
"Insurgent (Divergent, #2)",https://www.goodreads.com/book/show/11735983-insurgent
"Clockwork Prince (The Infernal Devices, #2)",https://www.goodreads.com/book/show/10025305-clockwork-prince
"Clockwork Princess (The Infernal Devices, #3)",https://www.goodreads.com/book/show/18335634-clockwork-princess
"The Wise Man’s Fear (The Kingkiller Chronicle, #2)",https://www.goodreads.com/book/show/1215032.The_Wise_Man_s_Fear
"The Son of Neptune (The Heroes of Olympus, #2)",https://www.goodreads.com/book/show/9520360-the-son-of-neptune
The Nightingale,https://www.goodreads.com/book/show/21853621-the-nightingale
"Unbroken: A World War II Story of Survival, Resilience and Redemption",https://www.goodreads.com/book/show/8664353-unbroken
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",https://www.goodreads.com/book/show/17927395-a-court-of-mist-and-fury
"City of Lost Souls (The Mortal Instruments, #5)",https://www.goodreads.com/book/show/8755776-city-of-lost-souls
"Legend (Legend, #1)",https://www.goodreads.com/book/show/9275658-legend
"The Mark of Athena (The Heroes of Olympus, #3)",https://www.goodreads.com/book/show/12127750-the-mark-of-athena
Fangirl,https://www.goodreads.com/book/show/16068905-fangirl
The Ocean at the End of the Lane,https://www.goodreads.com/book/show/15783514-the-ocean-at-the-end-of-the-lane
"City of Fallen Angels (The Mortal Instruments, #4)",https://www.goodreads.com/book/show/6752378-city-of-fallen-angels
"Allegiant (Divergent, #3)",https://www.goodreads.com/book/show/18710190-allegiant
"Red Queen (Red Queen, #1)",https://www.goodreads.com/book/show/22328546-red-queen
The Immortal Life of Henrietta Lacks,https://www.goodreads.com/book/show/6493208-the-immortal-life-of-henrietta-lacks
"The House of Hades (The Heroes of Olympus, #4)",https://www.goodreads.com/book/show/12127810-the-house-of-hades
"The Way of Kings (The Stormlight Archive, #1)",https://www.goodreads.com/book/show/7235533-the-way-of-kings
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",https://www.goodreads.com/book/show/16096824-a-court-of-thorns-and-roses
"Cress (The Lunar Chronicles, #3)",https://www.goodreads.com/book/show/13206828-cress
"Six of Crows (Six of Crows, #1)",https://www.goodreads.com/book/show/23437156-six-of-crows
"City of Heavenly Fire (The Mortal Instruments, #6)",https://www.goodreads.com/book/show/8755785-city-of-heavenly-fire
"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",https://www.goodreads.com/book/show/8490112-daughter-of-smoke-bone
"Scarlet (The Lunar Chronicles, #2)",https://www.goodreads.com/book/show/13206760-scarlet
And the Mountains Echoed,https://www.goodreads.com/book/show/16115612-and-the-mountains-echoed
"Shatter Me (Shatter Me, #1)",https://www.goodreads.com/book/show/10429045-shatter-me
A Man Called Ove,https://www.goodreads.com/book/show/18774964-a-man-called-ove
"The Blood of Olympus (The Heroes of Olympus, #5)",https://www.goodreads.com/book/show/18705209-the-blood-of-olympus
"1Q84 (1Q84, #1-3)",https://www.goodreads.com/book/show/10357575-1q84
"Delirium (Delirium, #1)",https://www.goodreads.com/book/show/11614718-delirium
"The Rosie Project (Don Tillman, #1)",https://www.goodreads.com/book/show/16181775-the-rosie-project
"Crown of Midnight (Throne of Glass, #2)",https://www.goodreads.com/book/show/17167166-crown-of-midnight
"Matched (Matched, #1)",https://www.goodreads.com/book/show/7735333-matched
The Light Between Oceans,https://www.goodreads.com/book/show/13158800-the-light-between-oceans
Station Eleven,https://www.goodreads.com/book/show/20170404-station-eleven
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",https://www.goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe
Bossypants,https://www.goodreads.com/book/show/9418327-bossypants
"Anna and the French Kiss (Anna and the French Kiss, #1)",https://www.goodreads.com/book/show/6936382-anna-and-the-french-kiss
"The Raven Boys (The Raven Cycle, #1)",https://www.goodreads.com/book/show/17675462-the-raven-boys
Quiet: The Power of Introverts in a World That Can't Stop Talking,https://www.goodreads.com/book/show/8520610-quiet
The Song of Achilles,https://www.goodreads.com/book/show/13623848-the-song-of-achilles
"Where'd You Go, Bernadette",https://www.goodreads.com/book/show/13526165-where-d-you-go-bernadette
"Last Sacrifice (Vampire Academy, #6)",https://www.goodreads.com/book/show/6527740-last-sacrifice
"Life After Life (Todd Family, #1)",https://www.goodreads.com/book/show/15790842-life-after-life
"Fall of Giants (The Century Trilogy, #1)",https://www.goodreads.com/book/show/7315573-fall-of-giants
Between Shades of Gray,https://www.goodreads.com/book/show/7824322-between-shades-of-gray
