title,url
"The Handmaid’s Tale (The Handmaid's Tale, #1)",https://www.goodreads.com/book/show/38447.The_Handmaid_s_Tale
"Ender’s Game (Ender's Saga, #1)",https://www.goodreads.com/book/show/375802.Ender_s_Game
The Color Purple,https://www.goodreads.com/book/show/52892857-the-color-purple
Matilda,https://www.goodreads.com/book/show/39988.Matilda
Beloved,https://www.goodreads.com/book/show/6149.Beloved
The Name of the Rose,https://www.goodreads.com/book/show/119073.The_Name_of_the_Rose
Watchmen,https://www.goodreads.com/book/show/472331.Watchmen
It,https://www.goodreads.com/book/show/830502.It
The Unbearable Lightness of Being,https://www.goodreads.com/book/show/9717.The_Unbearable_Lightness_of_Being
The Remains of the Day,https://www.goodreads.com/book/show/28921.The_Remains_of_the_Day
The Joy Luck Club,https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club
"The Pillars of the Earth (Kingsbridge, #1)",https://www.goodreads.com/book/show/5043.The_Pillars_of_the_Earth
Love in the Time of Cholera,https://www.goodreads.com/book/show/9712.Love_in_the_Time_of_Cholera
A Prayer for Owen Meany,https://www.goodreads.com/book/show/4473.A_Prayer_for_Owen_Meany
"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",https://www.goodreads.com/book/show/8695.The_Restaurant_at_the_End_of_the_Universe
"The Mists of Avalon (Avalon, #1)",https://www.goodreads.com/book/show/402045.The_Mists_of_Avalon
The Alchemist,https://www.goodreads.com/book/show/865.The_Alchemist
"The Clan of the Cave Bear (Earth's Children, #1)",https://www.goodreads.com/book/show/1295.The_Clan_of_the_Cave_Bear
Fried Green Tomatoes at the Whistle Stop Cafe (Whistle Stop #1),https://www.goodreads.com/book/show/9375.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe
"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",https://www.goodreads.com/book/show/15196.Maus_I
Misery,https://www.goodreads.com/book/show/10614.Misery
Perfume: The Story of a Murderer,https://www.goodreads.com/book/show/343.Perfume
"Lonesome Dove (Lonesome Dove, #1)",https://www.goodreads.com/book/show/256008.Lonesome_Dove
"The Silence of the Lambs (Hannibal Lecter, #2)",https://www.goodreads.com/book/show/23807.The_Silence_of_the_Lambs
"Hatchet (Brian's Saga, #1)",https://www.goodreads.com/book/show/50.Hatchet
Number the Stars,https://www.goodreads.com/book/show/47281.Number_the_Stars
A Confederacy of Dunces,https://www.goodreads.com/book/show/310612.A_Confederacy_of_Dunces
A Light in the Attic,https://www.goodreads.com/book/show/30118.A_Light_in_the_Attic
"Howl’s Moving Castle (Howl’s Moving Castle, #1)",https://www.goodreads.com/book/show/6294.Howl_s_Moving_Castle
The Witches,https://www.goodreads.com/book/show/6327.The_Witches
The Cider House Rules,https://www.goodreads.com/book/show/4687.The_Cider_House_Rules
Midnight’s Children,https://www.goodreads.com/book/show/14836.Midnight_s_Children
"Blood Meridian, or, the Evening Redness in the West",https://www.goodreads.com/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West
Pet Sematary,https://www.goodreads.com/book/show/33124137-pet-sematary
The House of the Spirits,https://www.goodreads.com/book/show/9328.The_House_of_the_Spirits
"Life, the Universe and Everything (The Hitchhiker's Guide to the Galaxy, #3)",https://www.goodreads.com/book/show/8694.Life_the_Universe_and_Everything
Norwegian Wood,https://www.goodreads.com/book/show/11297.Norwegian_Wood
V for Vendetta,https://www.goodreads.com/book/show/5805.V_for_Vendetta
