title,url
"The Hitchhiker’s Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",https://www.goodreads.com/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy
"Watership Down (Watership Down, #1)",https://www.goodreads.com/book/show/76620.Watership_Down
The Stand,https://www.goodreads.com/book/show/149267.The_Stand
"The Shining (The Shining, #1)",https://www.goodreads.com/book/show/11588.The_Shining
The Princess Bride,https://www.goodreads.com/book/show/21787.The_Princess_Bride
"Interview with the Vampire (The Vampire Chronicles, #1)",https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire
Where the Sidewalk Ends,https://www.goodreads.com/book/show/30119.Where_the_Sidewalk_Ends
The World According to Garp,https://www.goodreads.com/book/show/7069.The_World_According_to_Garp
The Thorn Birds,https://www.goodreads.com/book/show/3412.The_Thorn_Birds
Carrie,https://www.goodreads.com/book/show/10592.Carrie
"Shōgun (Asian Saga, #1)",https://www.goodreads.com/book/show/52382796-sh-gun
Roots: The Saga of an American Family,https://www.goodreads.com/book/show/546018.Roots
’Salem’s Lot,https://www.goodreads.com/book/show/11590._Salem_s_Lot
The Lorax,https://www.goodreads.com/book/show/7784.The_Lorax
Fear and Loathing in Las Vegas,https://www.goodreads.com/book/show/7745.Fear_and_Loathing_in_Las_Vegas
Bridge to Terabithia,https://www.goodreads.com/book/show/40940121-bridge-to-terabithia
All Creatures Great and Small (All Creatures Great and Small #1-2),https://www.goodreads.com/book/show/18929854-all-creatures-great-and-small
The Neverending Story,https://www.goodreads.com/book/show/27712.The_Neverending_Story
The Silmarillion,https://www.goodreads.com/book/show/7332.The_Silmarillion
Sophie’s Choice,https://www.goodreads.com/book/show/228560.Sophie_s_Choice
The Exorcist,https://www.goodreads.com/book/show/179780.The_Exorcist
Breakfast of Champions,https://www.goodreads.com/book/show/4980.Breakfast_of_Champions
"Tinker, Tailor, Soldier, Spy (George Smiley, #5; Karla Trilogy, #1)",https://www.goodreads.com/book/show/10073506-tinker-tailor-soldier-spy
