title,url
"The Hobbit (The Lord of the Rings, #0)",https://www.goodreads.com/book/show/5907.The_Hobbit
Brave New World,https://www.goodreads.com/book/show/5129.Brave_New_World
Of Mice and Men,https://www.goodreads.com/book/show/890.Of_Mice_and_Men
Gone with the Wind,https://www.goodreads.com/book/show/18405.Gone_with_the_Wind
The Grapes of Wrath,https://www.goodreads.com/book/show/18114322-the-grapes-of-wrath
Rebecca,https://www.goodreads.com/book/show/17899948-rebecca
And Then There Were None,https://www.goodreads.com/book/show/16299.And_Then_There_Were_None
"Murder on the Orient Express (Hercule Poirot, #10)",https://www.goodreads.com/book/show/853510.Murder_on_the_Orient_Express
"Little House in the Big Woods (Little House, #1)",https://www.goodreads.com/book/show/8337.Little_House_in_the_Big_Woods
"The Good Earth (House of Earth, #1)",https://www.goodreads.com/book/show/1078.The_Good_Earth
As I Lay Dying,https://www.goodreads.com/book/show/77013.As_I_Lay_Dying
"Little House on the Prairie (Little House, #3)",https://www.goodreads.com/book/show/77767.Little_House_on_the_Prairie
Madeline,https://www.goodreads.com/book/show/475339.Madeline
Their Eyes Were Watching God,https://www.goodreads.com/book/show/37415.Their_Eyes_Were_Watching_God
"Death on the Nile (Hercule Poirot, #18)",https://www.goodreads.com/book/show/131359.Death_on_the_Nile
"The Big Sleep (Philip Marlowe, #1)",https://www.goodreads.com/book/show/2052.The_Big_Sleep
Tender Is the Night,https://www.goodreads.com/book/show/46164.Tender_Is_the_Night
"I, Claudius (Claudius, #1)",https://www.goodreads.com/book/show/18765.I_Claudius
The Maltese Falcon,https://www.goodreads.com/book/show/29999.The_Maltese_Falcon
Down and Out in Paris and London,https://www.goodreads.com/book/show/393199.Down_and_Out_in_Paris_and_London
"Murder at the Vicarage (Miss Marple, #2)",https://www.goodreads.com/book/show/16331.Murder_at_the_Vicarage
"Mary Poppins (Mary Poppins, #1)",https://www.goodreads.com/book/show/152380.Mary_Poppins
The Little Engine That Could,https://www.goodreads.com/book/show/824204.The_Little_Engine_That_Could
"The A.B.C. Murders (Hercule Poirot, #13)",https://www.goodreads.com/book/show/16322.The_A_B_C_Murders
Light in August,https://www.goodreads.com/book/show/10979.Light_in_August
Cold Comfort Farm,https://www.goodreads.com/book/show/92780.Cold_Comfort_Farm
Narcissus and Goldmund,https://www.goodreads.com/book/show/5954.Narcissus_and_Goldmund
"Absalom, Absalom!",https://www.goodreads.com/book/show/373755.Absalom_Absalom_
The Story of Ferdinand,https://www.goodreads.com/book/show/773951.The_Story_of_Ferdinand
"On the Banks of Plum Creek (Little House, #4)",https://www.goodreads.com/book/show/7882.On_the_Banks_of_Plum_Creek
"The Sword in the Stone (The Once and Future King, #1)",https://www.goodreads.com/book/show/316845.The_Sword_in_the_Stone
Nausea,https://www.goodreads.com/book/show/298275.Nausea
Homage to Catalonia,https://www.goodreads.com/book/show/9646.Homage_to_Catalonia
Our Town,https://www.goodreads.com/book/show/205476.Our_Town
"Anne of Windy Poplars (Anne of Green Gables, #4)",https://www.goodreads.com/book/show/65840.Anne_of_Windy_Poplars
Journey to the End of the Night,https://www.goodreads.com/book/show/12395.Journey_to_the_End_of_the_Night
Lost Horizon,https://www.goodreads.com/book/show/2978.Lost_Horizon
The Waves,https://www.goodreads.com/book/show/46114.The_Waves
The Poetry of Robert Frost,https://www.goodreads.com/book/show/95819.The_Poetry_of_Robert_Frost
Old Possum's Book of Practical Cats,https://www.goodreads.com/book/show/402128.Old_Possum_s_Book_of_Practical_Cats
"Tropic of Cancer (Tropic, #1)",https://www.goodreads.com/book/show/249.Tropic_of_Cancer
"Out of the Silent Planet (The Space Trilogy, #1)",https://www.goodreads.com/book/show/25350.Out_of_the_Silent_Planet
The Thin Man,https://www.goodreads.com/book/show/80616.The_Thin_Man
Double Indemnity,https://www.goodreads.com/book/show/56616.Double_Indemnity
"Gaudy Night (Lord Peter Wimsey, #12)",https://www.goodreads.com/book/show/93575.Gaudy_Night
"Farmer Boy (Little House, #2)",https://www.goodreads.com/book/show/8252.Farmer_Boy
,https://www.goodreads.com/book/show/126675.The_Nine_Tailors
,https://www.goodreads.com/book/show/8248.By_the_Shores_of_Silver_Lake
,https://www.goodreads.com/book/show/844242.Joy_of_Cooking
,https://www.goodreads.com/book/show/781787.Out_of_Africa
,https://www.goodreads.com/book/show/159582.The_Yearling
