title,url
"Harry Potter and the Sorcerer’s Stone (Harry Potter, #1)",https://www.goodreads.com/book/show/42844155-harry-potter-and-the-sorcerer-s-stone
"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",https://www.goodreads.com/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
"A Game of Thrones (A Song of Ice and Fire, #1)",https://www.goodreads.com/book/show/13496.A_Game_of_Thrones
"The Giver (The Giver, #1)",https://www.goodreads.com/book/show/3636.The_Giver
Memoirs of a Geisha,https://www.goodreads.com/book/show/929.Memoirs_of_a_Geisha
"The Golden Compass (His Dark Materials, #1)",https://www.goodreads.com/book/show/119322.The_Golden_Compass
The Poisonwood Bible,https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible
The Perks of Being a Wallflower,https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower
"Holes (Holes, #1)",https://www.goodreads.com/book/show/38709.Holes
The Secret History,https://www.goodreads.com/book/show/29044.The_Secret_History
"Angela’s Ashes (Frank McCourt, #1)",https://www.goodreads.com/book/show/252577.Angela_s_Ashes
"Jurassic Park (Jurassic Park, #1)",https://www.goodreads.com/book/show/40604658-jurassic-park
Fight Club,https://www.goodreads.com/book/show/36236124-fight-club
Girl with a Pearl Earring,https://www.goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",https://www.goodreads.com/book/show/12067.Good_Omens
"A Clash of Kings (A Song of Ice and Fire, #2)",https://www.goodreads.com/book/show/10572.A_Clash_of_Kings
"Bridget Jones’s Diary (Bridget Jones, #1)",https://www.goodreads.com/book/show/227443.Bridget_Jones_s_Diary
The Virgin Suicides,https://www.goodreads.com/book/show/10956.The_Virgin_Suicides
"Outlander (Outlander, #1)",https://www.goodreads.com/book/show/10964.Outlander
"Neverwhere (London Below, #1)",https://www.goodreads.com/book/show/14497.Neverwhere
"The Bad Beginning (A Series of Unfortunate Events, #1)",https://www.goodreads.com/book/show/78411.The_Bad_Beginning
"The Subtle Knife (His Dark Materials, #2)",https://www.goodreads.com/book/show/41637836-the-subtle-knife
The Things They Carried,https://www.goodreads.com/book/show/133518.The_Things_They_Carried
The Green Mile,https://www.goodreads.com/book/show/11566.The_Green_Mile
The God of Small Things,https://www.goodreads.com/book/show/9777.The_God_of_Small_Things
Speak,https://www.goodreads.com/book/show/39280444-speak
"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",https://www.goodreads.com/book/show/37442.Wicked
"Ella Enchanted (Ella Enchanted, #1)",https://www.goodreads.com/book/show/24337.Ella_Enchanted
Midnight in the Garden of Good and Evil,https://www.goodreads.com/book/show/386187.Midnight_in_the_Garden_of_Good_and_Evil
Blindness,https://www.goodreads.com/book/show/40495148-blindness
Sophie’s World,https://www.goodreads.com/book/show/10959.Sophie_s_World
Into the Wild,https://www.goodreads.com/book/show/1845.Into_the_Wild
The Wind-Up Bird Chronicle,https://www.goodreads.com/book/show/11275.The_Wind_Up_Bird_Chronicle
Snow Falling on Cedars,https://www.goodreads.com/book/show/77142.Snow_Falling_on_Cedars
"Guns, Germs, and Steel: The Fates of Human Societies",https://www.goodreads.com/book/show/1842.Guns_Germs_and_Steel
Infinite Jest,https://www.goodreads.com/book/show/6759.Infinite_Jest
"Oh, the Places You’ll Go!",https://www.goodreads.com/book/show/191139.Oh_the_Places_You_ll_Go_
Stardust,https://www.goodreads.com/book/show/16793.Stardust
High Fidelity,https://www.goodreads.com/book/show/285092.High_Fidelity
The Red Tent,https://www.goodreads.com/book/show/4989.The_Red_Tent
Tuesdays with Morrie,https://www.goodreads.com/book/show/6900.Tuesdays_with_Morrie
"The Notebook (The Notebook, #1)",https://www.goodreads.com/book/show/33648131-the-notebook
White Oleander,https://www.goodreads.com/book/show/32234.White_Oleander
The English Patient,https://www.goodreads.com/book/show/11713.The_English_Patient
The Reader,https://www.goodreads.com/book/show/101299.The_Reader
Into Thin Air: A Personal Account of the Mt. Everest Disaster,https://www.goodreads.com/book/show/1898.Into_Thin_Air
A Walk in the Woods: Rediscovering America on the Appalachian Trail,https://www.goodreads.com/book/show/9791.A_Walk_in_the_Woods
The Firm,https://www.goodreads.com/book/show/5358.The_Firm
She’s Come Undone,https://www.goodreads.com/book/show/5203.She_s_Come_Undone
Cold Mountain,https://www.goodreads.com/book/show/10920.Cold_Mountain
"Preludes & Nocturnes (The Sandman, #1)",https://www.goodreads.com/book/show/23754.Preludes_Nocturnes
A Fine Balance,https://www.goodreads.com/book/show/5211.A_Fine_Balance
"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1)",https://www.goodreads.com/book/show/7061.The_No_1_Ladies_Detective_Agency
The Shipping News,https://www.goodreads.com/book/show/7354.The_Shipping_News
Possession,https://www.goodreads.com/book/show/41219.Possession
"All the Pretty Horses (The Border Trilogy, #1)",https://www.goodreads.com/book/show/469571.All_the_Pretty_Horses
The Hours,https://www.goodreads.com/book/show/11899.The_Hours
Interpreter of Maladies,https://www.goodreads.com/book/show/5439.Interpreter_of_Maladies
I Know This Much Is True,https://www.goodreads.com/book/show/227711.I_Know_This_Much_Is_True
American Psycho,https://www.goodreads.com/book/show/28676.American_Psycho
"Sabriel (Abhorsen, #1)",https://www.goodreads.com/book/show/518848.Sabriel
Alias Grace,https://www.goodreads.com/book/show/72579.Alias_Grace
Disgrace,https://www.goodreads.com/book/show/6192.Disgrace
"Trainspotting (Mark Renton, #2)",https://www.goodreads.com/book/show/135836.Trainspotting
American Pastoral,https://www.goodreads.com/book/show/11650.American_Pastoral
Corelli’s Mandolin,https://www.goodreads.com/book/show/3388.Corelli_s_Mandolin
Smilla's Sense of Snow,https://www.goodreads.com/book/show/124509.Smilla_s_Sense_of_Snow
"The Eye of the World (The Wheel of Time, #1)",https://www.goodreads.com/book/show/228665.The_Eye_of_the_World
Wild Swans: Three Daughters of China,https://www.goodreads.com/book/show/1848.Wild_Swans
A Walk to Remember,https://www.goodreads.com/book/show/3473.A_Walk_to_Remember
"The Amber Spyglass (His Dark Materials, #3)",https://www.goodreads.com/book/show/18122.The_Amber_Spyglass
Snow Crash,https://www.goodreads.com/book/show/830.Snow_Crash
"Chocolat (Chocolat, #1)",https://www.goodreads.com/book/show/47401.Chocolat
The Kitchen God's Wife,https://www.goodreads.com/book/show/12557.The_Kitchen_God_s_Wife
Maus II: A Survivor's Tale: And Here My Troubles Began,https://www.goodreads.com/book/show/15197.Maus_II
A Thousand Acres,https://www.goodreads.com/book/show/41193.A_Thousand_Acres
Brokeback Mountain,https://www.goodreads.com/book/show/1627.Brokeback_Mountain
About a Boy,https://www.goodreads.com/book/show/4271.About_a_Boy
Where the Heart Is,https://www.goodreads.com/book/show/5168.Where_the_Heart_Is
The Pelican Brief,https://www.goodreads.com/book/show/32499.The_Pelican_Brief
Naked,https://www.goodreads.com/book/show/4138.Naked
Cryptonomicon,https://www.goodreads.com/book/show/816.Cryptonomicon
"L.A. Confidential (L.A. Quartet, #3)",https://www.goodreads.com/book/show/57727.L_A_Confidential
Timeline,https://www.goodreads.com/book/show/7669.Timeline
Notes from a Small Island,https://www.goodreads.com/book/show/28.Notes_from_a_Small_Island
A Widow for One Year,https://www.goodreads.com/book/show/4659.A_Widow_for_One_Year
The True Confessions of Charlotte Doyle,https://www.goodreads.com/book/show/310146.The_True_Confessions_of_Charlotte_Doyle
Insomnia,https://www.goodreads.com/book/show/10585.Insomnia
"Daughter of the Forest (Sevenwaters, #1)",https://www.goodreads.com/book/show/13928.Daughter_of_the_Forest
"Regeneration (Regeneration, #1)",https://www.goodreads.com/book/show/5872.Regeneration
The Client,https://www.goodreads.com/book/show/5359.The_Client
"Dragonfly in Amber (Outlander, #2)",https://www.goodreads.com/book/show/5364.Dragonfly_in_Amber
The Tortilla Curtain,https://www.goodreads.com/book/show/24731.The_Tortilla_Curtain
"Homicidal Psycho Jungle Cat (Calvin and Hobbes, #9)",https://www.goodreads.com/book/show/24816.Homicidal_Psycho_Jungle_Cat
"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",https://www.goodreads.com/book/show/363752.Bridget_Jones
"One for the Money (Stephanie Plum, #1)",https://www.goodreads.com/book/show/6853.One_for_the_Money
We Were the Mulvaneys,https://www.goodreads.com/book/show/5204.We_Were_the_Mulvaneys
The Beach,https://www.goodreads.com/book/show/607639.The_Beach
Underworld,https://www.goodreads.com/book/show/11761.Underworld
,https://www.goodreads.com/book/show/1431.Veronika_Decides_to_Die
,https://www.goodreads.com/book/show/34484.Small_Gods
,https://www.goodreads.com/book/show/78418.The_Reptile_Room
,https://www.goodreads.com/book/show/56842.Fatherland
,https://www.goodreads.com/book/show/22896.Practical_Magic
,https://www.goodreads.com/book/show/45107.Assassin_s_Apprentice
,https://www.goodreads.com/book/show/328854.Motherless_Brooklyn
,https://www.goodreads.com/book/show/34084.The_Waste_Lands
,https://www.goodreads.com/book/show/24983.Doomsday_Book
,https://www.goodreads.com/book/show/3711.White_Teeth
,https://www.goodreads.com/book/show/10987.Voyager
,https://www.goodreads.com/book/show/233649.The_Great_Hunt
,https://www.goodreads.com/book/show/5191.The_Pilot_s_Wife
,https://www.goodreads.com/book/show/30120.Falling_Up
,https://www.goodreads.com/book/show/13661.Tehanu
,https://www.goodreads.com/book/show/16213.The_Hot_Zone
,https://www.goodreads.com/book/show/110737.Seabiscuit
,https://www.goodreads.com/book/show/569429.Mostly_Harmless
,https://www.goodreads.com/book/show/8650.The_Lost_World
,https://www.goodreads.com/book/show/137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood
,https://www.goodreads.com/book/show/6545608-the-perfect-storm
,https://www.goodreads.com/book/show/365990.The_Crossing
,https://www.goodreads.com/book/show/7278752-dolores-claiborne
,https://www.goodreads.com/book/show/13836.Wild_Magic
,https://www.goodreads.com/book/show/63033.The_Savage_Detectives
,https://www.goodreads.com/book/show/34897.The_Dragon_Reborn
,https://www.goodreads.com/book/show/2748.Microserfs
,https://www.goodreads.com/book/show/107291.Needful_Things
,https://www.goodreads.com/book/show/128066.The_Pianist
,https://www.goodreads.com/book/show/13833.Emperor_Mage
,https://www.goodreads.com/book/show/53496.Walk_Two_Moons
,https://www.goodreads.com/book/show/40909452-drums-of-autumn
,https://www.goodreads.com/book/show/5096.Wizard_and_Glass
,https://www.goodreads.com/book/show/9532.Ender_s_Shadow
,https://www.goodreads.com/book/show/11206.In_the_Time_of_the_Butterflies
,https://www.goodreads.com/book/show/50365.A_Suitable_Boy
,https://www.goodreads.com/book/show/10916.The_Pact
,https://www.goodreads.com/book/show/34532.Hogfather
,https://www.goodreads.com/book/show/15054.Written_on_the_Body
,https://www.goodreads.com/book/show/16527.Daughter_of_Fortune
,https://www.goodreads.com/book/show/11125.Digital_Fortress
,https://www.goodreads.com/book/show/2517.My_Name_Is_Red
,https://www.goodreads.com/book/show/10104.The_Six_Wives_of_Henry_VIII
,https://www.goodreads.com/book/show/139463.Maniac_Magee
,https://www.goodreads.com/book/show/9557.Sputnik_Sweetheart
,https://www.goodreads.com/book/show/17650.The_Robber_Bride
,https://www.goodreads.com/book/show/71865.Tomorrow_When_the_War_Began
,https://www.goodreads.com/book/show/27523.Left_Behind
,https://www.goodreads.com/book/show/9539.The_Shadow_Rising
,https://www.goodreads.com/book/show/30324.Blood_and_Chocolate
,https://www.goodreads.com/book/show/91661.The_Beekeeper_s_Apprentice
A Soldier of the Great War,https://www.goodreads.com/book/show/87985.A_Soldier_of_the_Great_War
"Wolf-Speaker (Immortals, #2)",https://www.goodreads.com/book/show/24094.Wolf_Speaker
Battle Royale,https://www.goodreads.com/book/show/57891.Battle_Royale
Birdsong,https://www.goodreads.com/book/show/6259.Birdsong
"Hannibal (Hannibal Lecter, #3)",https://www.goodreads.com/book/show/32418.Hannibal
"A Child Called ""It"" (Dave Pelzer, #1)",https://www.goodreads.com/book/show/60748.A_Child_Called_It_
"Rabbit at Rest (Rabbit Angstrom, #4)",https://www.goodreads.com/book/show/11666.Rabbit_at_Rest
The Hundred Secret Senses,https://www.goodreads.com/book/show/690866.The_Hundred_Secret_Senses
"Fruits Basket, Vol. 1",https://www.goodreads.com/book/show/271199.Fruits_Basket_Vol_1
"Parable of the Sower (Earthseed, #1)",https://www.goodreads.com/book/show/52397.Parable_of_the_Sower
Midwives,https://www.goodreads.com/book/show/5166.Midwives
"Jazz (Beloved Trilogy, #2)",https://www.goodreads.com/book/show/37398.Jazz
Generation X: Tales for an Accelerated Culture,https://www.goodreads.com/book/show/3378.Generation_X
"The Face on the Milk Carton (Janie Johnson, #1)",https://www.goodreads.com/book/show/19469.The_Face_on_the_Milk_Carton
"Dealing with Dragons (Enchanted Forest Chronicles, #1)",https://www.goodreads.com/book/show/150739.Dealing_with_Dragons
"To Say Nothing of the Dog (Oxford Time Travel, #2)",https://www.goodreads.com/book/show/77773.To_Say_Nothing_of_the_Dog
Einstein’s Dreams,https://www.goodreads.com/book/show/14376.Einstein_s_Dreams
Confessions of an Ugly Stepsister,https://www.goodreads.com/book/show/18943.Confessions_of_an_Ugly_Stepsister
American Tabloid (Underworld USA #1),https://www.goodreads.com/book/show/36064.American_Tabloid
"The Thief (The Queen's Thief, #1)",https://www.goodreads.com/book/show/448873.The_Thief
"Soul Music (Discworld, #16; Death, #3)",https://www.goodreads.com/book/show/34502.Soul_Music
"The Sandman, Vol. 2: The Doll's House",https://www.goodreads.com/book/show/25099.The_Sandman_Vol_2
Dreams from My Father: A Story of Race and Inheritance,https://www.goodreads.com/book/show/6064174-dreams-from-my-father
